domainid,siteid,plotid,subplotid,nestedsubplotid,tagid,individualid,plantstatus,stemdiameter,measurementheight,vdapexheight,vdbaseheight,vdapexbreakheight,vdbasebreakheight,basecrownheight,maxcrowndiameter,ninetycrowndiameter,breakdiameter,canopyposition,shape,basalstemdiameter,basalstemdiametermeasurementheight,maxbasecrowndiameter,ninetybasecrowndiameter,remarks,recordedby,measuredby
D01,BART,BART_073,23,4,04627,NEON.PLA.D01.BART.04627,5,8,130,7.8,-1.6,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,4,03909,NEON.PLA.D01.HARV.03909,10,36.2,130,13.5,-1.3,13.5,-1.3,,,,12,,,,,,,Unknown cause of death and break.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03674,NEON.PLA.D01.BART.03674,1,10.6,130,11.7,-1.6,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03678,NEON.PLA.D01.BART.03678,5,17.7,130,9.2,-1.7,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03681,NEON.PLA.D01.BART.03681,1,28.3,130,12.9,-1.4,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03682,NEON.PLA.D01.BART.03682,1,25.1,130,14.7,-1.6,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03672,NEON.PLA.D01.BART.03672,5,18.6,130,12.5,-1.4,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03670,NEON.PLA.D01.BART.03670,1,40.1,130,19.2,-1.4,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03666,NEON.PLA.D01.BART.03666,5,17.2,130,13.7,-1.3,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03660,NEON.PLA.D01.BART.03660,1,12.1,130,6.6,-1.4,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03659,NEON.PLA.D01.BART.03659,5,17.6,130,15.1,-1.9,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03673,NEON.PLA.D01.BART.03673,1,32.5,130,16.6,-1.8,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03673A,NEON.PLA.D01.BART.03673A,6,33.9,200,,,,,,,,,,,,,,,Bole damage. Large cavity. Unknown cause. DBH was actually taken at 240cm but Fulcrum does not accept values greater than 200cm.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03699,NEON.PLA.D01.BART.03699,5,26.6,130,16.4,-1.3,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,04624,NEON.PLA.D01.BART.04624,8,,,,,,,,,,,,,,,,,Dead stump under 130cm.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03690,NEON.PLA.D01.BART.03690,8,,,,,,,,,,,,,,,,,DBH < 10cm,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03696,NEON.PLA.D01.BART.03696,5,22.5,130,13.3,-1.5,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03693,NEON.PLA.D01.BART.03693,5,18.1,130,16.8,-1.2,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03680,NEON.PLA.D01.BART.03680,1,21.7,130,8.6,-1.8,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03697,NEON.PLA.D01.BART.03697,5,13.3,130,13.7,-1.7,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03683,NEON.PLA.D01.BART.03683,1,13,130,6.8,-1.4,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03675,NEON.PLA.D01.BART.03675,1,17.3,130,10.7,-1.8,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03679,NEON.PLA.D01.BART.03679,5,17.3,130,12.7,-1.8,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03667,NEON.PLA.D01.BART.03667,6,48,130,16.3,-1.3,,,,,,,,,,,,,Crown damage. Dead branches. Unknown cause.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03901,NEON.PLA.D01.BART.03901,1,15.7,130,17.4,-1.5,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03668,NEON.PLA.D01.BART.03668,1,14.3,130,9.5,-1.6,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03676,NEON.PLA.D01.BART.03676,5,12,130,11.4,-1.6,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03665,NEON.PLA.D01.BART.03665,1,40.9,130,17.3,-1.4,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03665A,NEON.PLA.D01.BART.03665A,1,26.7,130,,,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03664,NEON.PLA.D01.BART.03664,5,23.3,130,13.9,-1.6,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03671,NEON.PLA.D01.BART.03671,1,23.7,140,15.2,-1.6,,,,,,,,,,,,,,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03684,NEON.PLA.D01.BART.03684,5,23.9,130,14,-1.5,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03700,NEON.PLA.D01.BART.03700,6,21.7,130,15.9,-1.8,,,,,,,,,,,,,Bole damage. Large vertical bulge. Unknown cause.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,39,1,04763,NEON.PLA.D01.BART.04763,5,1.5,130,1.4,-1.2,,,,,,,,,,,,,Bole damage. Beech bark disease.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,2,03698A,NEON.PLA.D01.BART.03698A,15,,,,,,,,,,,,,,,,,Not measured in 2016 and 2017.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03669,NEON.PLA.D01.BART.03669,15,,,,,,,,,,,,,,,,,Not measured in 2016 and 2017.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,23,,03677,NEON.PLA.D01.BART.03677,15,,,,,,,,,,,,,,,,,Not measured in 2016 and 2017.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,39,,03938,NEON.PLA.D01.BART.03938,15,,,,,,,,,,,,,,,,,Not measured in 2016 and 2017.,chines@field-ops.org,jbreault@field-ops.org
D01,BART,BART_073,39,,03942,NEON.PLA.D01.BART.03942,15,,,,,,,,,,,,,,,,,Not measured in 2016 and 2017.,chines@field-ops.org,jbreault@field-ops.org
D01,HARV,HARV_048,23,,03895,NEON.PLA.D01.HARV.03895,15,,,,,,,,,,,,,,,,,,gvanscoy@field-ops.org,bhudson@battelleecology.org
D01,HARV,HARV_048,23,,03896,NEON.PLA.D01.HARV.03896,15,,,,,,,,,,,,,,,,,,gvanscoy@field-ops.org,bhudson@battelleecology.org
D01,HARV,HARV_048,23,,03897,NEON.PLA.D01.HARV.03897,15,,,,,,,,,,,,,,,,,,gvanscoy@field-ops.org,bhudson@battelleecology.org
D01,HARV,HARV_048,23,,03900,NEON.PLA.D01.HARV.03900,15,,,,,,,,,,,,,,,,,,gvanscoy@field-ops.org,bhudson@battelleecology.org
D01,HARV,HARV_048,23,,03977,NEON.PLA.D01.HARV.03977,15,,,,,,,,,,,,,,,,,,gvanscoy@field-ops.org,bhudson@battelleecology.org
D01,HARV,HARV_048,39,,03738,NEON.PLA.D01.HARV.03738,15,,,,,,,,,,,,,,,,,,gvanscoy@field-ops.org,bhudson@battelleecology.org
D01,HARV,HARV_048,39,,03743,NEON.PLA.D01.HARV.03743,15,,,,,,,,,,,,,,,,,,gvanscoy@field-ops.org,bhudson@battelleecology.org
D01,HARV,HARV_048,39,,03837,NEON.PLA.D01.HARV.03837,15,,,,,,,,,,,,,,,,,,gvanscoy@field-ops.org,bhudson@battelleecology.org
D01,HARV,HARV_048,39,,03838,NEON.PLA.D01.HARV.03838,15,,,,,,,,,,,,,,,,,,gvanscoy@field-ops.org,bhudson@battelleecology.org
D01,HARV,HARV_048,39,,03841,NEON.PLA.D01.HARV.03841,15,,,,,,,,,,,,,,,,,,gvanscoy@field-ops.org,bhudson@battelleecology.org
D01,HARV,HARV_048,39,,03842,NEON.PLA.D01.HARV.03842,15,,,,,,,,,,,,,,,,,,gvanscoy@field-ops.org,bhudson@battelleecology.org
