domainid,siteid,plotid,subplotid,nestedsubplotid,tagid,individualid,plantstatus,stemdiameter,measurementheight,vdapexheight,vdbaseheight,vdapexbreakheight,vdbasebreakheight,basecrownheight,maxcrowndiameter,ninetycrowndiameter,breakdiameter,canopyposition,shape,basalstemdiameter,basalstemdiametermeasurementheight,maxbasecrowndiameter,ninetybasecrowndiameter,remarks,recordedby,measuredby
D05,TREE,TREE_056,41,4,00108,NEON.PLA.D05.TREE.00108,1,2.1,130,2.6,0,,,,,,,,,,,,,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,00155,NEON.PLA.D05.TREE.00155,1,1.9,130,2.5,0,,,,1.8,1.7,,,inverted cone,3,10,0.4,0.3,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,00135,NEON.PLA.D05.TREE.00135,1,2.1,130,2.1,0,,,,1.9,1.8,,,inverted cone,2.7,10,0.2,0.2,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,00182,NEON.PLA.D05.TREE.00182,1,,,1.5,0,,,,0.4,0.3,,,inverted cone,1.2,10,0.1,0.1,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,00094,NEON.PLA.D05.TREE.00094,1,1.2,130,1.5,0,,,,1.2,0.7,,,inverted cone,1.7,10,0.1,0.1,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,00689,NEON.PLA.D05.TREE.00689,1,1.2,130,1.7,0,,,,1.1,0.9,,,inverted cone,1.8,10,0.1,0.1,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,00692,NEON.PLA.D05.TREE.00692,1,,,1.7,0,,,,0.7,0.4,,,inverted cone,1.4,10,0.1,0.1,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,00604,NEON.PLA.D05.TREE.00604,1,1.1,130,2.4,0,,,,0.9,0.1,,,inverted cone,2.4,10,0.2,0.2,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_056,41,4,00281,NEON.PLA.D05.TREE.00281,1,1.3,130,2.2,0,,,,1.4,1,,,inverted cone,2.4,10,0.3,0.2,,ahacker@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_047,41,4,03483,NEON.PLA.D05.TREE.03483,1,3,130,2.5,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01055,NEON.PLA.D05.TREE.01055,1,42,130,16.9,-1.1,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,3,03481,NEON.PLA.D05.TREE.03481,1,,,0.8,0,,,,,,,,,1.2,10,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01202,NEON.PLA.D05.TREE.01202,1,5.1,130,3.8,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01214,NEON.PLA.D05.TREE.01214,1,4.2,130,3.5,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01051,NEON.PLA.D05.TREE.01051,1,3.5,130,3,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01076,NEON.PLA.D05.TREE.01076,1,4.8,130,3.7,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01053,NEON.PLA.D05.TREE.01053,1,6.3,130,3.9,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01093,NEON.PLA.D05.TREE.01093,1,32.8,180,18.1,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01091,NEON.PLA.D05.TREE.01091,1,8.8,130,8.4,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01283,NEON.PLA.D05.TREE.01283,1,40,130,19.1,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,3,03480,NEON.PLA.D05.TREE.03480,1,,,0.8,0,,,,,,,,,1.2,10,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01092,NEON.PLA.D05.TREE.01092,1,35.1,130,18.1,-1.7,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01290,NEON.PLA.D05.TREE.01290,7,22.2,130,6.1,-0.9,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,2,03482,NEON.PLA.D05.TREE.03482,1,,,0.7,0,,,,,,,,,1.2,10,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,00897,NEON.PLA.D05.TREE.00897,8,,,,,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,03890,NEON.PLA.D05.TREE.03890,1,,,1.2,0,,,,,,,,,2,10,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,03891,NEON.PLA.D05.TREE.03891,1,,,1.1,0,,,,,,,,,2.2,10,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01094,NEON.PLA.D05.TREE.01094,1,13.9,130,9.2,-1.8,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01217,NEON.PLA.D05.TREE.01217,1,12.8,130,12.2,-1.7,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01215,NEON.PLA.D05.TREE.01215,1,37.7,130,19,-2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01266,NEON.PLA.D05.TREE.01266,1,24.6,130,17.2,-2.2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01075,NEON.PLA.D05.TREE.01075,1,28.5,130,16.8,-2.2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01225,NEON.PLA.D05.TREE.01225,1,41.3,130,21,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01050,NEON.PLA.D05.TREE.01050,1,40.8,130,19.7,-1.7,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01096,NEON.PLA.D05.TREE.01096,1,3.8,130,3,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01052,NEON.PLA.D05.TREE.01052,1,5.8,130,4.3,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01297,NEON.PLA.D05.TREE.01297,1,6.7,130,4.9,0,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01061,NEON.PLA.D05.TREE.01061,1,48.5,130,22.1,-1.8,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01071,NEON.PLA.D05.TREE.01071,1,44.8,130,18.1,-1.5,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01286,NEON.PLA.D05.TREE.01286,1,28.7,140,17.7,-0.9,,,,,,,,,,,,,Actually 1289,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01286A,NEON.PLA.D05.TREE.01286A,1,22.4,140,,,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01060,NEON.PLA.D05.TREE.01060,1,7.3,130,4.5,-1.3,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01213,NEON.PLA.D05.TREE.01213,1,7.4,130,3.9,-1.2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,41,,01208,NEON.PLA.D05.TREE.01208,1,29.5,130,16.7,-0.8,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01002,NEON.PLA.D05.TREE.01002,10,33.1,130,3.3,-1.8,3.3,-1.8,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01019,NEON.PLA.D05.TREE.01019,1,23.8,130,14.5,-2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01223,NEON.PLA.D05.TREE.01223,1,20,130,15.9,-2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01058,NEON.PLA.D05.TREE.01058,1,41.1,130,19,-2,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01059,NEON.PLA.D05.TREE.01059,1,6.4,130,1.8,-2.1,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01095,NEON.PLA.D05.TREE.01095,2,7.8,130,3.9,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01089,NEON.PLA.D05.TREE.01089,1,3.7,130,2.2,-1.7,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01085,NEON.PLA.D05.TREE.01085,1,8,130,3.4,-1.8,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01237,NEON.PLA.D05.TREE.01237,1,9.7,130,3,-1.6,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_047,39,,01003,NEON.PLA.D05.TREE.01003,1,9,130,4.9,-1.3,,,,,,,,,,,,,,kpalo@battelleecology.org,kmcmahon@neoninc.org
D05,TREE,TREE_040,23,,01322,NEON.PLA.D05.TREE.01322,16,,,,,,,,,,,,,,,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,01445,NEON.PLA.D05.TREE.01445,1,,,1.2,0,,,,,,,,,2,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,01452,NEON.PLA.D05.TREE.01452,2,,,1,0,,,,,,,,,1.1,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,01122,NEON.PLA.D05.TREE.01122,1,4.3,120,2.6,-1.4,,,0.5,4.6,3.1,,,ellipsoid or sphere,7.3,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,01122,NEON.PLA.D05.TREE.01122,1,4,130,2.6,-1.4,,,0.5,4.6,3.1,,,ellipsoid or sphere,5.6,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,01123,NEON.PLA.D05.TREE.01123,1,3,130,3.7,0,,,0.2,2.4,2.4,,,ellipsoid or sphere,4.6,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,00403,NEON.PLA.D05.TREE.00403,9,4.9,130,4.6,0,0.7,0,0.7,2.8,1,4.8,,ellipsoid or sphere,6.7,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,01124,NEON.PLA.D05.TREE.01124,1,,,1.7,0,,,0.3,2,1.1,,,ellipsoid or sphere,2,10,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
D05,TREE,TREE_040,41,4,01165,NEON.PLA.D05.TREE.01165,1,8.2,130,5.5,-1.4,,,,,,,,,,,,,,kpalo@battelleecology.org,kstyers@battelleecology.org
