uid,startDate,endDate,eventID,plotID,subplotID,nestedSubplotID,tagID,individualID,individualBarcode,individualFate,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,vdApexHeight,vdBaseHeight,vdApexBreakHeight,vdBaseBreakHeight,height,breakHeight,baseCrownHeight,maxCrownDiameter,ninetyCrownDiameter,breakDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF,siteID,ID,dupCheck,errorField,sitID,domainID
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,2,107,NEON.PLA.D07.MLBS.00107,,released,,single bole tree,Live,17,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20282,NEON.PLA.D07.MLBS.00107*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,2,108,NEON.PLA.D07.MLBS.00108,,released,,small tree,Live,5.7,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20283,NEON.PLA.D07.MLBS.00108*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,2,109,NEON.PLA.D07.MLBS.00109,,released,,small tree,Live,3.4,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20284,NEON.PLA.D07.MLBS.00109*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,2,110,NEON.PLA.D07.MLBS.00110,,released,,small tree,Live,1.9,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20285,NEON.PLA.D07.MLBS.00110*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,2,111,NEON.PLA.D07.MLBS.00111,,released,,small tree,Live,3.1,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20286,NEON.PLA.D07.MLBS.00111*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,2,112,NEON.PLA.D07.MLBS.00112,,released,,small tree,Live,1.5,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20287,NEON.PLA.D07.MLBS.00112*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,2,113,NEON.PLA.D07.MLBS.00113,,released,,single bole tree,Live,11.4,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20288,NEON.PLA.D07.MLBS.00113*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,2,114,NEON.PLA.D07.MLBS.00114,,released,,multi-bole tree,Live,31.8,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20289,NEON.PLA.D07.MLBS.00114*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,115,NEON.PLA.D07.MLBS.00115,,released,,small tree,Standing dead,8.3,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20291,NEON.PLA.D07.MLBS.00115*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,116,NEON.PLA.D07.MLBS.00116,,released,,small tree,Live,1.6,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20292,NEON.PLA.D07.MLBS.00116*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,117,NEON.PLA.D07.MLBS.00117,,released,,single bole tree,Live,18.6,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20293,NEON.PLA.D07.MLBS.00117*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,118,NEON.PLA.D07.MLBS.00118,,released,,multi-bole tree,Live,23,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20294,NEON.PLA.D07.MLBS.00118*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,00118A,NEON.PLA.D07.MLBS.00118A,,released,,,Live,22.3,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20295,NEON.PLA.D07.MLBS.00118A*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,119,NEON.PLA.D07.MLBS.00119,,released,,small tree,Live,3.6,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20296,NEON.PLA.D07.MLBS.00119*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,120,NEON.PLA.D07.MLBS.00120,,released,,small tree,Live,4.2,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20297,NEON.PLA.D07.MLBS.00120*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,121,NEON.PLA.D07.MLBS.00121,,released,,single shrub,Live,,,3.94,0,,,3.94,,,5.4,4.24,,Mostly shaded,oblate half-sphere,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20298,NEON.PLA.D07.MLBS.00121*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,122,NEON.PLA.D07.MLBS.00122,,released,,small tree,Live,3.1,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20299,NEON.PLA.D07.MLBS.00122*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,123,NEON.PLA.D07.MLBS.00123,,released,,sapling,Live,1.6,10,,,,,,,,0,0,,Full shade,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20300,NEON.PLA.D07.MLBS.00123*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,124,NEON.PLA.D07.MLBS.00124,,released,,single shrub,Live,,,4.83,0,,,4.83,,,3.94,3.05,,Mostly shaded,half-sphere,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20301,NEON.PLA.D07.MLBS.00124*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,125,NEON.PLA.D07.MLBS.00125,,released,,single shrub,Live,,,4.32,0,,,4.32,,,7.62,4.83,,Mostly shaded,half-sphere,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20302,NEON.PLA.D07.MLBS.00125*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,126,NEON.PLA.D07.MLBS.00126,,released,,small tree,Live,6.5,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20303,NEON.PLA.D07.MLBS.00126*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,127,NEON.PLA.D07.MLBS.00127,,released,,single bole tree,Standing dead,16.4,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20304,NEON.PLA.D07.MLBS.00127*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,128,NEON.PLA.D07.MLBS.00128,,released,,single bole tree,Live,18.5,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20305,NEON.PLA.D07.MLBS.00128*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,129,NEON.PLA.D07.MLBS.00129,,released,,small tree,Live,9.6,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20306,NEON.PLA.D07.MLBS.00129*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,130,NEON.PLA.D07.MLBS.00130,,released,,small tree,Live,8.5,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20307,NEON.PLA.D07.MLBS.00130*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,131,NEON.PLA.D07.MLBS.00131,,released,,small tree,Live,7.6,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20308,NEON.PLA.D07.MLBS.00131*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,4,132,NEON.PLA.D07.MLBS.00132,,released,,small tree,Live,8.6,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20309,NEON.PLA.D07.MLBS.00132*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,3,133,NEON.PLA.D07.MLBS.00133,,released,,single bole tree,Live,33.6,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20310,NEON.PLA.D07.MLBS.00133*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,3,134,NEON.PLA.D07.MLBS.00134,,released,,single bole tree,Standing dead,17.5,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20311,NEON.PLA.D07.MLBS.00134*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,3,135,NEON.PLA.D07.MLBS.00135,,released,,single bole tree,Live,43.6,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20312,NEON.PLA.D07.MLBS.00135*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,3,136,NEON.PLA.D07.MLBS.00136,,released,,single bole tree,Live,19.4,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20313,NEON.PLA.D07.MLBS.00136*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,3,137,NEON.PLA.D07.MLBS.00137,,released,,single bole tree,Standing dead,16.3,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20314,NEON.PLA.D07.MLBS.00137*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,3,138,NEON.PLA.D07.MLBS.00138,,released,,multi-bole tree,Live,17.3,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20315,NEON.PLA.D07.MLBS.00138*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,3,00138A,NEON.PLA.D07.MLBS.00138A,,released,,,Live,10.2,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20316,NEON.PLA.D07.MLBS.00138A*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,3,139,NEON.PLA.D07.MLBS.00139,,released,,single bole tree,Live,33.3,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20317,NEON.PLA.D07.MLBS.00139*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,3,140,NEON.PLA.D07.MLBS.00140,,released,,single bole tree,Live,14,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20318,NEON.PLA.D07.MLBS.00140*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,1,141,NEON.PLA.D07.MLBS.00141,,released,,multi-bole tree,Live,16,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20319,NEON.PLA.D07.MLBS.00141*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,1,00141A,NEON.PLA.D07.MLBS.00141A,,released,,,Live,10.5,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20320,NEON.PLA.D07.MLBS.00141A*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,1,142,NEON.PLA.D07.MLBS.00142,,released,,single bole tree,Live,45.5,130,,,,,,,,0,0,,Full sun,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20321,NEON.PLA.D07.MLBS.00142*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,1,143,NEON.PLA.D07.MLBS.00143,,released,,multi-bole tree,Live,15.3,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20322,NEON.PLA.D07.MLBS.00143*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,1,144,NEON.PLA.D07.MLBS.00144,,released,,single bole tree,Live,33.4,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20323,NEON.PLA.D07.MLBS.00144*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,1,145,NEON.PLA.D07.MLBS.00145,,released,,single bole tree,Standing dead,12,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20324,NEON.PLA.D07.MLBS.00145*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,1,146,NEON.PLA.D07.MLBS.00146,,released,,single bole tree,Live,17.5,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20325,NEON.PLA.D07.MLBS.00146*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,1,147,NEON.PLA.D07.MLBS.00147,,released,,multi-bole tree,Live,22.6,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20326,NEON.PLA.D07.MLBS.00147*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,23,1,00147A,NEON.PLA.D07.MLBS.00147A,,released,,,Live,19.8,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20327,NEON.PLA.D07.MLBS.00147A*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,148,NEON.PLA.D07.MLBS.00148,,released,,small tree,Standing dead,9.2,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20328,NEON.PLA.D07.MLBS.00148*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,149,NEON.PLA.D07.MLBS.00149,,released,,small tree,Live,2,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20329,NEON.PLA.D07.MLBS.00149*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,150,NEON.PLA.D07.MLBS.00150,,released,,small tree,Live,3.1,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20330,NEON.PLA.D07.MLBS.00150*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,151,NEON.PLA.D07.MLBS.00151,,released,,small tree,Live,6.6,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20331,NEON.PLA.D07.MLBS.00151*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,152,NEON.PLA.D07.MLBS.00152,,released,,multi-bole tree,Live,19.5,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20332,NEON.PLA.D07.MLBS.00152*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,153,NEON.PLA.D07.MLBS.00153,,released,,single shrub,Live,,,6.6,0,,,6.6,,,6.35,4.32,,Mostly shaded,half-sphere,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20333,NEON.PLA.D07.MLBS.00153*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,154,NEON.PLA.D07.MLBS.00154,,released,,single bole tree,Live,24.5,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20334,NEON.PLA.D07.MLBS.00154*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,155,NEON.PLA.D07.MLBS.00155,,released,,single bole tree,Live,12.4,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20335,NEON.PLA.D07.MLBS.00155*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,156,NEON.PLA.D07.MLBS.00156,,released,,small tree,Live,1.5,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20336,NEON.PLA.D07.MLBS.00156*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,157,NEON.PLA.D07.MLBS.00157,,released,,small tree,Live,6.2,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20337,NEON.PLA.D07.MLBS.00157*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,158,NEON.PLA.D07.MLBS.00158,,released,,small tree,Standing dead,4.4,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20338,NEON.PLA.D07.MLBS.00158*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,159,NEON.PLA.D07.MLBS.00159,,released,,small tree,Live,8.2,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20339,NEON.PLA.D07.MLBS.00159*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,160,NEON.PLA.D07.MLBS.00160,,released,,small tree,Standing dead,6.7,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20340,NEON.PLA.D07.MLBS.00160*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,161,NEON.PLA.D07.MLBS.00161,,released,,single bole tree,Live,15.2,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20341,NEON.PLA.D07.MLBS.00161*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,162,NEON.PLA.D07.MLBS.00162,,released,,single bole tree,Live,36.4,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20342,NEON.PLA.D07.MLBS.00162*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,163,NEON.PLA.D07.MLBS.00163,,released,,sapling,Live,1,10,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20343,NEON.PLA.D07.MLBS.00163*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_061.basePlot.vst,41,1,164,NEON.PLA.D07.MLBS.00164,,released,,sapling,Live,1.6,10,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20344,NEON.PLA.D07.MLBS.00164*2015-09-28,,MLBS,D07
